CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
6561,104540075202600062,202600062,2025-07-13,192,75,1,2,4,20,4,,2025-07-10T22:09:48,2025-07-11T01:53:48,2025-07-12T18:09:48,14.414277,75.762194,"The complainant Falak Panchal reported that on 2025-07-10 at about 22:09 hours, Jacob Ramanathan committed an offence of criminal breach of trust involving Falak Panchal within the limits of Davanagere West PS, Davanagere. A case has been registered under Section 406 IPC and investigation is in progress at Davanagere West PS."
6562,104480033202600039,202600039,2025-02-23,321,33,1,1,1,1,5,18,2025-02-20T03:42:35,2025-02-20T07:20:35,2025-02-23T02:42:35,17.328319,76.940171,"The complainant Hitesh Gupta reported that on 2025-02-20 at about 03:42 hours, Tanveer Chopra committed an offence of murder involving Abdul Pall within the limits of Kalaburagi City PS, Kalaburagi. A case has been registered under Section 302 IPC and investigation is in progress at Kalaburagi City PS."
6563,404570091202600006,202600006,2026-02-12,384,91,3,1,1,3,1,,2026-02-10T14:40:23,2026-02-10T16:28:23,2026-02-11T21:40:23,12.435243,76.857267,"The complainant Brinda Dasgupta reported that on 2026-02-10 at about 14:40 hours, Chavvi Karan committed an offence of culpable homicide involving Brinda Dasgupta within the limits of Mandya City PS, Mandya. A case has been registered under Section 304 IPC and investigation is in progress at Mandya City PS."
6564,104570092202600048,202600048,2026-06-10,599,92,1,1,2,10,1,,2026-06-06T10:39:16,2026-06-06T11:58:16,2026-06-08T23:39:16,12.476274,76.930018,"The complainant Shivansh Singh reported that on 2026-06-06 at about 10:39 hours, Yatin Dey committed an offence of robbery involving Yashodhara Gole within the limits of Mandya Rural PS, Mandya. A case has been registered under Section 392 IPC and investigation is in progress at Mandya Rural PS."
6565,104500043202600043,202600043,2026-06-28,563,43,1,3,2,9,1,,2026-06-27T17:41:02,2026-06-27T18:33:02,2026-06-28T02:41:02,15.151355,76.982427,"The complainant Hitesh Prabhakar reported that on 2026-06-27 at about 17:41 hours, Waida Zachariah, Aarini Basak, Harita Shankar and Quincy Murty committed an offence of burglary involving Forum Bose within the limits of Ballari City PS, Ballari. The accused intercepted goods vehicles on the highway posing as RTO officials. A case has been registered under Section 457 IPC, Section 380 IPC and investigation is in progress at Ballari City PS."
6566,104430002202600056,202600056,2025-04-27,820,2,1,1,1,3,3,,2025-04-23T11:58:23,2025-04-23T12:14:23,2025-04-26T09:58:23,12.918891,77.569772,"The complainant Hritik Bawa reported that on 2025-04-23 at about 11:58 hours, Balvan Chawla and Hardik Sharma committed an offence of culpable homicide involving Hredhaan Kanda within the limits of Bengaluru Rural PS, Bengaluru Urban. A case has been registered under Section 304 IPC and investigation is in progress at Bengaluru Rural PS."
6567,404510051202600010,202600010,2025-06-10,838,51,3,3,2,12,1,,2025-06-06T15:10:27,2025-06-06T16:59:27,2025-06-08T22:10:27,16.675649,75.719003,"The complainant Faris Badami reported that on 2025-06-06 at about 15:10 hours, Aradhana Bhatnagar and Benjamin Sami committed an offence of extortion involving Faris Badami within the limits of Vijayapura South PS, Vijayapura. A case has been registered under Section 384 IPC and investigation is in progress at Vijayapura South PS."
6568,104570095202600052,202600052,2025-04-16,839,95,1,1,1,1,5,45,2025-04-14T17:22:16,2025-04-14T17:48:16,2025-04-15T13:22:16,12.549874,76.781042,"The complainant Tanvi Toor reported that on 2025-04-14 at about 17:22 hours, Daksha Kashyap committed an offence of murder involving Darpan Lata within the limits of Mandya East PS, Mandya. A case has been registered under Section 302 IPC and investigation is in progress at Mandya East PS."
6569,104500043202600044,202600044,2025-09-27,613,43,1,2,2,13,1,,2025-09-26T22:50:22,2025-09-26T23:40:22,2025-09-27T10:50:22,15.04129,76.829298,"The complainant Zayyan Anand reported that on 2025-09-26 at about 22:50 hours, Ishani Nadkarni and Gaurav Kothari committed an offence of criminal trespass involving Zaitra Seth within the limits of Ballari City PS, Ballari. A case has been registered under Section 447 IPC and investigation is in progress at Ballari City PS."
6570,104460023202600046,202600046,2025-01-08,417,23,1,3,5,24,3,,2025-01-05T23:58:29,2025-01-06T02:25:29,2025-01-06T17:58:29,12.775917,74.781475,"The complainant Tejas Tella reported that on 2025-01-05 at about 23:58 hours, Avi Bal committed an offence of gambling involving Veer Reddy within the limits of Dakshina West PS, Dakshina Kannada. A case has been registered under Section 87 KP and investigation is in progress at Dakshina West PS."
6571,104560090202600047,202600047,2026-01-10,1181,90,1,2,5,22,2,40,2026-01-06T11:56:16,2026-01-06T15:06:16,2026-01-08T22:56:16,12.997985,76.171003,"The complainant Laban Dutt reported that on 2026-01-06 at about 11:56 hours, Lucky Sahota committed an offence of ndps involving Pooja Wagle within the limits of Hassan South PS, Hassan. A case has been registered under Section 20 NDPS and investigation is in progress at Hassan South PS."
6572,304440010202600006,202600006,2026-05-08,904,10,2,1,1,1,1,,2026-05-05T02:49:07,2026-05-05T06:47:07,2026-05-06T20:49:07,13.3047,77.668734,"The complainant Akshay Grewal reported that on 2026-05-05 at about 02:49 hours, Laban Varkey committed an offence of murder involving Amrita Dhillon within the limits of Bengaluru City PS, Bengaluru Rural. A case has been registered under Section 302 IPC and investigation is in progress at Bengaluru City PS."
6573,104450014202600063,202600063,2025-03-08,465,14,1,1,2,11,2,9,2025-03-05T04:13:57,2025-03-05T06:43:57,2025-03-06T09:13:57,12.263137,76.621462,"The complainant Anita Chana reported that on 2025-03-05 at about 04:13 hours, Xavier Pradhan, Orinder Mangat and Elijah Dua committed an offence of dacoity involving Anita Chana within the limits of Mysuru City PS, Mysuru. A case has been registered under Section 395 IPC and investigation is in progress at Mysuru City PS."
6574,104510056202600044,202600044,2025-05-10,96,56,1,3,5,23,1,,2025-05-08T02:15:45,2025-05-08T03:30:45,2025-05-09T12:15:45,16.885365,75.681248,"The complainant Suhani Gupta reported that on 2025-05-08 at about 02:15 hours, Vincent Ram committed an offence of excise involving Suhani Gupta within the limits of Vijayapura Town PS, Vijayapura. A case has been registered under Section 32 KE and investigation is in progress at Vijayapura Town PS."
6575,104510049202600044,202600044,2025-07-03,110,49,1,1,1,2,3,,2025-07-01T09:57:57,2025-07-01T12:35:57,2025-07-01T15:57:57,16.793502,75.667484,"The complainant Oviya Ramanathan reported that on 2025-07-01 at about 09:57 hours, Neel Behl, Faras Baral and Nathan Vora committed an offence of attempt to murder involving Oviya Ramanathan within the limits of Vijayapura Rural PS, Vijayapura. Victims were flagged down near ATM kiosks with a currency-exchange ruse before the snatch. A case has been registered under Section 307 IPC and investigation is in progress at Vijayapura Rural PS."
6576,104430009202600061,202600061,2025-04-17,1009,9,1,1,3,14,3,,2025-04-14T01:31:54,2025-04-14T04:36:54,2025-04-15T09:31:54,12.947996,77.755898,"The complainant Madhavi Bhagat reported that on 2025-04-14 at about 01:31 hours, Raghav Saha committed an offence of dowry death involving Lopa Yohannan within the limits of Bengaluru Town PS, Bengaluru Urban. A case has been registered under Section 304B IPC and investigation is in progress at Bengaluru Town PS."
6577,104540077202600054,202600054,2025-08-05,193,77,1,3,2,9,1,,2025-08-02T18:40:58,2025-08-02T20:04:58,2025-08-03T17:40:58,14.338144,75.906969,"The complainant Kavya Sama reported that on 2025-08-02 at about 18:40 hours, Onkar Malhotra committed an offence of burglary involving Ijaya Gera within the limits of Davanagere Market PS, Davanagere. A case has been registered under Section 457 IPC, Section 380 IPC and investigation is in progress at Davanagere Market PS."
6578,104510054202600052,202600052,2025-05-04,677,54,1,3,4,21,4,,2025-05-03T00:07:36,2025-05-03T02:48:36,2025-05-03T17:07:36,16.981746,75.684692,"The complainant Orinder Saxena reported that on 2025-05-03 at about 00:07 hours, Girish Kamdar committed an offence of counterfeiting involving Orinder Saxena within the limits of Vijayapura Central PS, Vijayapura. A case has been registered under Section 489A IPC and investigation is in progress at Vijayapura Central PS."
6579,104570098202600054,202600054,2026-05-31,1083,98,1,1,3,17,2,44,2026-05-28T22:59:06,2026-05-29T02:12:06,2026-05-30T09:59:06,12.529042,76.778844,"The complainant Vritti Parmer reported that on 2026-05-28 at about 22:59 hours, Zehaan Bobal committed an offence of kidnapping of woman involving Vritti Parmer within the limits of Mandya Market PS, Mandya. A case has been registered under Section 366 IPC and investigation is in progress at Mandya Market PS."
6580,104530066202600059,202600059,2025-10-02,733,66,1,1,1,2,5,31,2025-09-30T22:54:32,2025-10-01T01:10:32,2025-10-02T15:54:32,13.41244,77.147359,"The complainant Niharika Samra reported that on 2025-09-30 at about 22:54 hours, Samar Chadha committed an offence of attempt to murder involving Rachit Venkataraman within the limits of Tumakuru West PS, Tumakuru. A case has been registered under Section 307 IPC and investigation is in progress at Tumakuru West PS."
6581,104430007202600058,202600058,2025-10-01,1112,7,1,2,5,24,2,1,2025-09-28T16:40:26,2025-09-28T17:29:26,2025-09-30T11:40:26,12.851656,77.640376,"The complainant Ayushman Vohra reported that on 2025-09-28 at about 16:40 hours, Wriddhish Srinivas, Ethan Bhalla, Daniel Karpe, Jairaj Bassi and Faris Desai committed an offence of gambling involving Vrinda Das within the limits of Bengaluru Central PS, Bengaluru Urban. The accused impersonated municipal survey staff to enter the homes of elderly residents. A case has been registered under Section 87 KP and investigation is in progress at Bengaluru Central PS."
6582,104470032202600054,202600054,2025-11-17,568,32,1,3,1,4,1,,2025-11-15T15:37:50,2025-11-15T18:53:50,2025-11-15T17:37:50,15.818797,74.496062,"The complainant Devika Char reported that on 2025-11-15 at about 15:37 hours, Wyatt Bassi committed an offence of grievous hurt involving Advika Goda within the limits of Belagavi West PS, Belagavi. A case has been registered under Section 325 IPC and investigation is in progress at Belagavi West PS."
6583,104510054202600053,202600053,2025-05-28,959,54,1,1,1,2,2,25,2025-05-24T10:02:10,2025-05-24T10:16:10,2025-05-26T21:02:10,16.885463,75.691924,"The complainant Oliver Pandey reported that on 2025-05-24 at about 10:02 hours, Hredhaan Nori and Abdul Purohit committed an offence of attempt to murder involving Hemal Pathak within the limits of Vijayapura Central PS, Vijayapura. A case has been registered under Section 307 IPC and investigation is in progress at Vijayapura Central PS."
6584,104510055202600051,202600051,2026-06-08,90,55,1,3,3,15,3,,2026-06-04T00:01:28,2026-06-04T03:19:28,2026-06-06T18:01:28,16.940652,75.785498,"The complainant Bhavini Walia reported that on 2026-06-04 at about 00:01 hours, Teerth Bahl and Maanas Walla committed an offence of cruelty by husband involving Yachana Mane within the limits of Vijayapura Market PS, Vijayapura. A case has been registered under Section 498A IPC and investigation is in progress at Vijayapura Market PS."
6585,404520057202600006,202600006,2025-01-28,748,57,3,2,1,4,3,,2025-01-25T02:41:58,2025-01-25T06:13:58,2025-01-26T17:41:58,13.963569,75.580181,"The complainant Upma Kala reported that on 2025-01-25 at about 02:41 hours, Saksham Virk and Anthony Dayal committed an offence of grievous hurt involving Upma Kala within the limits of Shivamogga City PS, Shivamogga. A case has been registered under Section 325 IPC and investigation is in progress at Shivamogga City PS."
6586,104550086202600047,202600047,2026-05-13,794,86,1,1,1,6,1,,2026-05-10T16:50:30,2026-05-10T17:55:30,2026-05-11T17:50:30,13.191736,74.801985,"The complainant Jackson Batta reported that on 2026-05-10 at about 16:50 hours, Abeer Bansal and Mason Andra committed an offence of kidnapping involving Unnati Pant within the limits of Udupi Market PS, Udupi. A case has been registered under Section 363 IPC, Section 365 IPC and investigation is in progress at Udupi Market PS."
6587,104540073202600053,202600053,2025-02-17,1009,73,1,2,3,15,3,,2025-02-14T08:49:40,2025-02-14T12:11:40,2025-02-16T16:49:40,14.526818,75.816392,"The complainant Hritik Hayer reported that on 2025-02-14 at about 08:49 hours, Udyati Sarma committed an offence of cruelty by husband involving Aarush Shan within the limits of Davanagere South PS, Davanagere. A case has been registered under Section 498A IPC and investigation is in progress at Davanagere South PS."
6588,104510056202600045,202600045,2026-05-04,650,56,1,2,4,21,1,,2026-04-30T21:09:20,2026-04-30T22:24:20,2026-05-03T13:09:20,17.002416,75.817527,"The complainant Harshil Hayer reported that on 2026-04-30 at about 21:09 hours, Oeshi Nigam and Alexander Choudhary committed an offence of counterfeiting involving Harshil Hayer within the limits of Vijayapura Town PS, Vijayapura. A case has been registered under Section 489A IPC and investigation is in progress at Vijayapura Town PS."
6589,104540072202600058,202600058,2025-11-28,950,72,1,2,5,22,1,,2025-11-26T14:13:58,2025-11-26T14:44:58,2025-11-26T20:13:58,14.410136,75.994417,"The complainant Ekalinga Sur reported that on 2025-11-26 at about 14:13 hours, Ishaan Chakraborty committed an offence of ndps involving Siddharth Kapur within the limits of Davanagere North PS, Davanagere. A case has been registered under Section 20 NDPS and investigation is in progress at Davanagere North PS."
6590,404570092202600009,202600009,2026-05-29,261,92,3,1,3,14,2,43,2026-05-27T16:57:56,2026-05-27T17:24:56,2026-05-28T00:57:56,12.552358,76.930868,"The complainant Eta Raman reported that on 2026-05-27 at about 16:57 hours, Jacob Kurian committed an offence of dowry death involving Eta Raman within the limits of Mandya Rural PS, Mandya. A case has been registered under Section 304B IPC and investigation is in progress at Mandya Rural PS."
6591,104530069202600057,202600057,2025-06-16,683,69,1,2,5,22,2,32,2025-06-14T04:07:56,2025-06-14T06:09:56,2025-06-16T06:07:56,13.37707,77.029215,"The complainant Nathaniel Doshi reported that on 2025-06-14 at about 04:07 hours, Arjun Das committed an offence of ndps involving Hemang Gara within the limits of Tumakuru Town PS, Tumakuru. A case has been registered under Section 20 NDPS and investigation is in progress at Tumakuru Town PS."
6592,104570095202600053,202600053,2025-12-16,196,95,1,2,5,25,1,,2025-12-14T22:09:59,2025-12-14T23:48:59,2025-12-14T23:09:59,12.522082,76.850127,"The complainant Benjamin Batra reported that on 2025-12-14 at about 22:09 hours, Karan Bose and Ekalinga Narula committed an offence of arms act involving Om Singh within the limits of Mandya East PS, Mandya. A goods tempo with a tampered registration plate was used to block the road before the offence. A case has been registered under Section 25 ARMS and investigation is in progress at Mandya East PS."
6593,104550086202600048,202600048,2025-04-14,357,86,1,2,3,16,3,,2025-04-10T17:48:57,2025-04-10T19:16:57,2025-04-12T18:48:57,13.300341,74.664124,"The complainant Ekani Badami reported that on 2025-04-10 at about 17:48 hours, Lohit Sahota and Amol Prabhu committed an offence of assault on woman involving Ekani Badami within the limits of Udupi Market PS, Udupi. A case has been registered under Section 354 IPC and investigation is in progress at Udupi Market PS."
6594,104540072202600059,202600059,2025-11-05,387,72,1,3,1,5,4,,2025-11-03T04:37:44,2025-11-03T08:37:44,2025-11-04T13:37:44,14.365989,75.963625,"The complainant Wahab Gala reported that on 2025-11-03 at about 04:37 hours, Chakradev Vasa, Geetika Majumdar and Rohan Uppal committed an offence of hurt involving Jhalak Mitter within the limits of Davanagere North PS, Davanagere. A case has been registered under Section 323 IPC and investigation is in progress at Davanagere North PS."
6595,304440010202600007,202600007,2025-03-01,937,10,2,3,5,24,1,,2025-02-25T09:39:12,2025-02-25T12:02:12,2025-02-28T09:39:12,13.252245,77.592018,"The complainant Megha Sarma reported that on 2025-02-25 at about 09:39 hours, Balveer Upadhyay committed an offence of gambling involving Kabir Chokshi within the limits of Bengaluru City PS, Bengaluru Rural. A case has been registered under Section 87 KP and investigation is in progress at Bengaluru City PS."
6596,104440011202600067,202600067,2025-07-09,946,11,1,3,5,22,1,,2025-07-04T23:46:33,2025-07-05T02:26:33,2025-07-07T18:46:33,13.366993,77.578913,"The complainant Balveer Parekh reported that on 2025-07-04 at about 23:46 hours, Zayan Date committed an offence of ndps involving Indali Choudhary within the limits of Bengaluru Rural PS, Bengaluru Rural. A case has been registered under Section 20 NDPS and investigation is in progress at Bengaluru Rural PS."
6597,404540073202600006,202600006,2025-11-16,1001,73,3,1,1,1,5,34,2025-11-15T00:36:19,2025-11-15T00:39:19,2025-11-15T08:36:19,14.386374,75.925863,"The complainant Zansi Gara reported that on 2025-11-15 at about 00:36 hours, Zaid Iyengar, Jyoti Jain, Jai Lanka, Pranav Dugal and Darpan Brar committed an offence of murder involving Zansi Gara within the limits of Davanagere South PS, Davanagere. Chloroform-soaked cloth was used to subdue the inmates before the house was ransacked. A case has been registered under Section 302 IPC and investigation is in progress at Davanagere South PS."
6598,104500046202600046,202600046,2025-06-18,471,46,1,3,1,4,1,,2025-06-16T14:40:31,2025-06-16T14:40:31,2025-06-17T00:40:31,15.189546,76.740602,"The complainant Udant Chawla reported that on 2025-06-16 at about 14:40 hours, Vivaan Sachdeva, Lopa Kadakia and Tarak Kaul committed an offence of grievous hurt involving Indira Nadig within the limits of Ballari South PS, Ballari. A case has been registered under Section 325 IPC and investigation is in progress at Ballari South PS."
6599,404450015202600007,202600007,2025-12-05,831,15,3,2,5,24,2,7,2025-12-01T22:46:14,2025-12-01T23:39:14,2025-12-04T13:46:14,12.315566,76.699818,"The complainant Luke Natarajan reported that on 2025-12-01 at about 22:46 hours, Warinder Kashyap committed an offence of gambling involving Christopher Mukhopadhyay within the limits of Mysuru Rural PS, Mysuru. A case has been registered under Section 87 KP and investigation is in progress at Mysuru Rural PS."
6600,104550083202600065,202600065,2025-01-12,891,83,1,1,1,3,3,,2025-01-09T19:04:13,2025-01-09T21:25:13,2025-01-11T21:04:13,13.296351,74.788618,"The complainant Vasatika Jaggi reported that on 2025-01-09 at about 19:04 hours, George Sen committed an offence of culpable homicide involving Amara Sathe within the limits of Udupi East PS, Udupi. A case has been registered under Section 304 IPC and investigation is in progress at Udupi East PS."
6601,104530064202600058,202600058,2025-04-28,582,64,1,1,1,6,3,,2025-04-25T20:33:47,2025-04-25T20:50:47,2025-04-27T15:33:47,13.248943,77.211614,"The complainant Simon Savant reported that on 2025-04-25 at about 20:33 hours, Eesha Kota committed an offence of kidnapping involving Elijah Chokshi within the limits of Tumakuru South PS, Tumakuru. A case has been registered under Section 363 IPC, Section 365 IPC and investigation is in progress at Tumakuru South PS."
6602,304540070202600003,202600003,2025-07-26,668,70,2,3,2,8,1,,2025-07-24T22:14:13,2025-07-25T01:36:13,2025-07-26T04:14:13,14.386086,75.820835,"The complainant Lopa Chauhan reported that on 2025-07-24 at about 22:14 hours, Imaran Sarna and Upkaar Seth committed an offence of motor vehicle theft involving Pahal Zachariah within the limits of Davanagere City PS, Davanagere. A case has been registered under Section 379 IPC, Section 381 IPC and investigation is in progress at Davanagere City PS."
6603,304450015202600006,202600006,2025-01-09,1169,15,2,3,3,16,3,,2025-01-07T04:18:27,2025-01-07T07:13:27,2025-01-07T10:18:27,12.361855,76.584321,"The complainant Jairaj Pillai reported that on 2025-01-07 at about 04:18 hours, Chakrika Kalita and Lopa Hayer committed an offence of assault on woman involving Sudiksha Kibe within the limits of Mysuru Rural PS, Mysuru. A case has been registered under Section 354 IPC and investigation is in progress at Mysuru Rural PS."
6604,104510054202600054,202600054,2025-03-27,1042,54,1,3,4,18,5,25,2025-03-25T14:23:22,2025-03-25T14:51:22,2025-03-26T07:23:22,16.80441,75.72721,"The complainant Naveen Nori reported that on 2025-03-25 at about 14:23 hours, Yashawini Shankar committed an offence of cheating involving Zashil Mangal within the limits of Vijayapura Central PS, Vijayapura. A case has been registered under Section 420 IPC and investigation is in progress at Vijayapura Central PS."
6605,104510049202600045,202600045,2025-03-17,943,49,1,2,3,15,1,,2025-03-16T07:07:42,2025-03-16T08:01:42,2025-03-17T14:07:42,16.810015,75.564612,"The complainant Ojas Sharaf reported that on 2025-03-16 at about 07:07 hours, Abhimanyu Mandal and Bahadurjit Aggarwal committed an offence of cruelty by husband involving Ojas Sharaf within the limits of Vijayapura Rural PS, Vijayapura. A case has been registered under Section 498A IPC and investigation is in progress at Vijayapura Rural PS."
6606,104490042202600053,202600053,2026-02-05,674,42,1,1,2,10,1,,2026-02-03T23:52:34,2026-02-04T02:03:34,2026-02-04T20:52:34,15.453536,75.126915,"The complainant Harsh Grover reported that on 2026-02-03 at about 23:52 hours, Aarnav Biswas and Sathvik Ramakrishnan committed an offence of robbery involving Gunbir Rama within the limits of Hubballi-Dharwad East PS, Hubballi-Dharwad. A case has been registered under Section 392 IPC and investigation is in progress at Hubballi-Dharwad East PS."
6607,104540071202600060,202600060,2025-10-13,1106,71,1,3,2,13,1,,2025-10-11T12:24:35,2025-10-11T13:47:35,2025-10-13T02:24:35,14.53597,75.917767,"The complainant Jairaj Venkatesh reported that on 2025-10-11 at about 12:24 hours, Yatin Venkataraman, Yagnesh Walla and Adweta Tata committed an offence of criminal trespass involving Abeer Chokshi within the limits of Davanagere Rural PS, Davanagere. A case has been registered under Section 447 IPC and investigation is in progress at Davanagere Rural PS."
6608,104550082202600057,202600057,2025-02-02,224,82,1,2,3,15,3,,2025-02-01T21:21:49,2025-02-01T22:24:49,2025-02-01T22:21:49,13.274826,74.791915,"The complainant Saanvi Lal reported that on 2025-02-01 at about 21:21 hours, Saksham De, Aarnav Tripathi and Chaitaly Natt committed an offence of cruelty by husband involving Wridesh Mangal within the limits of Udupi South PS, Udupi. A case has been registered under Section 498A IPC and investigation is in progress at Udupi South PS."
6609,104480036202600047,202600047,2025-03-05,372,36,1,3,5,24,3,,2025-03-03T04:46:39,2025-03-03T08:30:39,2025-03-04T21:46:39,17.315521,76.842951,"The complainant Hemal Dhillon reported that on 2025-03-03 at about 04:46 hours, Oeshi Sabharwal committed an offence of gambling involving Advay Pau within the limits of Kalaburagi South PS, Kalaburagi. A case has been registered under Section 87 KP and investigation is in progress at Kalaburagi South PS."
6610,104490040202600061,202600061,2026-05-11,9,40,1,1,1,2,3,,2026-05-09T00:58:04,2026-05-09T04:33:04,2026-05-09T21:58:04,15.185221,75.120945,"The complainant Mekhala Golla reported that on 2026-05-09 at about 00:58 hours, Rayaan Shukla, Zashil Apte and Noah Lala committed an offence of attempt to murder involving Amrita Datta within the limits of Hubballi-Dharwad North PS, Hubballi-Dharwad. A case has been registered under Section 307 IPC and investigation is in progress at Hubballi-Dharwad North PS."
6611,804460022202600005,202600005,2025-11-02,361,22,4,3,2,12,2,11,2025-10-31T23:29:20,2025-11-01T03:02:20,2025-11-02T04:29:20,12.871146,75.061131,"The complainant Jasmit Modi reported that on 2025-10-31 at about 23:29 hours, Gagan Ray, Owen Palan and Bhavya Chana committed an offence of extortion involving Varsha Chandra within the limits of Dakshina East PS, Dakshina Kannada. Victims were flagged down near ATM kiosks with a currency-exchange ruse before the snatch. A case has been registered under Section 384 IPC and investigation is in progress at Dakshina East PS."
6612,104570096202600056,202600056,2025-10-24,29,96,1,3,1,5,2,44,2025-10-20T06:41:52,2025-10-20T09:35:52,2025-10-22T14:41:52,12.451535,76.946557,"The complainant Gaurav Mahajan reported that on 2025-10-20 at about 06:41 hours, Yashasvi Varkey and Divya Korpal committed an offence of hurt involving Gaurav Mahajan within the limits of Mandya West PS, Mandya. A case has been registered under Section 323 IPC and investigation is in progress at Mandya West PS."
6613,104540075202600063,202600063,2025-01-19,238,75,1,2,3,15,3,,2025-01-16T23:45:36,2025-01-16T23:52:36,2025-01-19T03:45:36,14.540559,75.747039,"The complainant Shaurya Nadig reported that on 2025-01-16 at about 23:45 hours, Manbir Balay committed an offence of cruelty by husband involving Shaurya Nadig within the limits of Davanagere West PS, Davanagere. A case has been registered under Section 498A IPC and investigation is in progress at Davanagere West PS."
6614,104510051202600045,202600045,2025-08-06,647,51,1,2,3,16,4,,2025-08-03T18:54:41,2025-08-03T21:38:41,2025-08-05T16:54:41,16.798509,75.781732,"The complainant Abeer Sundaram reported that on 2025-08-03 at about 18:54 hours, Isaac Wadhwa, Kamala Shroff and Chatura Goda committed an offence of assault on woman involving Brijesh Nadkarni within the limits of Vijayapura South PS, Vijayapura. A case has been registered under Section 354 IPC and investigation is in progress at Vijayapura South PS."
6615,804440011202600002,202600002,2025-04-01,496,11,4,2,5,22,1,,2025-03-27T22:33:27,2025-03-28T02:28:27,2025-03-30T07:33:27,13.25053,77.638004,"The complainant Krish Tandon reported that on 2025-03-27 at about 22:33 hours, Omya Rajagopalan and Hema Gour committed an offence of ndps involving Jack Ganguly within the limits of Bengaluru Rural PS, Bengaluru Rural. A case has been registered under Section 20 NDPS and investigation is in progress at Bengaluru Rural PS."
6616,804530063202600002,202600002,2025-11-21,724,63,4,3,2,8,1,,2025-11-18T19:49:46,2025-11-18T22:59:46,2025-11-21T00:49:46,13.253411,77.118341,"The complainant Mohammed Anne reported that on 2025-11-18 at about 19:49 hours, Abhiram Bhargava committed an offence of motor vehicle theft involving Mohammed Anne within the limits of Tumakuru North PS, Tumakuru. A case has been registered under Section 379 IPC, Section 381 IPC and investigation is in progress at Tumakuru North PS."
6617,104430002202600057,202600057,2025-02-19,112,2,1,2,2,9,5,3,2025-02-19T09:09:45,2025-02-19T09:55:45,2025-02-19T19:09:45,13.013853,77.592335,"The complainant Liam Divan reported that on 2025-02-19 at about 09:09 hours, Jagrati Mannan, Avi Bhalla, Amaira Raj, Dominic Gokhale and Dalbir Pandey committed an offence of burglary involving Pratyush Narain within the limits of Bengaluru Rural PS, Bengaluru Urban. The accused posed as bank officials and coaxed an OTP from the victim over the phone. A case has been registered under Section 457 IPC, Section 380 IPC and investigation is in progress at Bengaluru Rural PS."
6618,104520059202600044,202600044,2025-06-15,935,59,1,1,3,17,2,29,2025-06-12T07:34:28,2025-06-12T09:30:28,2025-06-15T02:34:28,13.952941,75.569028,"The complainant Ekalinga Dave reported that on 2025-06-12 at about 07:34 hours, Anmol Sarna and Harita Amble committed an offence of kidnapping of woman involving Ekalinga Dave within the limits of Shivamogga North PS, Shivamogga. A case has been registered under Section 366 IPC and investigation is in progress at Shivamogga North PS."
6619,404540072202600005,202600005,2026-06-03,1152,72,3,1,3,17,2,35,2026-05-30T06:16:16,2026-05-30T09:59:16,2026-06-01T18:16:16,14.313897,76.031016,"The complainant Kiaan Dara reported that on 2026-05-30 at about 06:16 hours, Wriddhish Srinivas, Ethan Bhalla and Noah Comar committed an offence of kidnapping of woman involving Anusha Rajagopal within the limits of Davanagere North PS, Davanagere. The accused impersonated municipal survey staff to enter the homes of elderly residents. A case has been registered under Section 366 IPC and investigation is in progress at Davanagere North PS."
6620,104550085202600045,202600045,2025-11-28,353,85,1,1,1,2,1,,2025-11-26T02:06:34,2025-11-26T03:13:34,2025-11-26T19:06:34,13.381027,74.721134,"The complainant Meera Dara reported that on 2025-11-26 at about 02:06 hours, Nathan Sunder committed an offence of attempt to murder involving Tanvi Kumar within the limits of Udupi Central PS, Udupi. A case has been registered under Section 307 IPC and investigation is in progress at Udupi Central PS."
6621,104560089202600071,202600071,2026-01-01,538,89,1,3,5,23,2,41,2025-12-28T16:11:36,2025-12-28T17:27:36,2025-12-31T04:11:36,13.008116,76.130056,"The complainant Rachit Chopra reported that on 2025-12-28 at about 16:11 hours, Rayaan Mahal committed an offence of excise involving Yashoda Deshpande within the limits of Hassan North PS, Hassan. A case has been registered under Section 32 KE and investigation is in progress at Hassan North PS."
6622,104430009202600062,202600062,2025-09-02,785,9,1,2,2,7,1,,2025-08-28T20:24:48,2025-08-28T20:48:48,2025-08-31T10:24:48,12.915733,77.542653,"The complainant Isaac Gandhi reported that on 2025-08-28 at about 20:24 hours, Parth Chaudhari, Jackson Chacko and Ekalinga Kumar committed an offence of theft involving Isaac Gandhi within the limits of Bengaluru Town PS, Bengaluru Urban. The accused arrived on two motorcycles in full-face black helmets and prised the shutter open with an iron rod. A case has been registered under Section 379 IPC and investigation is in progress at Bengaluru Town PS."
6623,104460025202600040,202600040,2025-10-11,516,25,1,1,3,14,1,,2025-10-10T05:14:27,2025-10-10T07:55:27,2025-10-10T15:14:27,12.761982,74.885209,"The complainant Eesha Konda reported that on 2025-10-10 at about 05:14 hours, Azaan Brahmbhatt committed an offence of dowry death involving Eesha Konda within the limits of Dakshina Market PS, Dakshina Kannada. A case has been registered under Section 304B IPC and investigation is in progress at Dakshina Market PS."
