AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID,PersonIdentityID
10448,5656,Teerth Rajan,36,M,A1,6943
10449,5656,Kabir Korpal,24,M,A2,6944
10450,5657,Samarth Nagy,31,M,A1,318
10451,5657,Ethan Roy,17,M,A2,6945
10452,5658,Ikbal Bajaj,24,M,A1,6946
10453,5658,Darpan Shetty,30,M,A2,6947
10454,5659,Brijesh Dada,16,M,A1,6948
10455,5660,Alexander Sengupta,24,M,A1,6949
10456,5660,Nimrat Date,34,F,A2,6950
10457,5661,Qasim Kaur,39,M,A1,105
10458,5661,Jack Bhatnagar,29,M,A2,104
10459,5661,Karan Ghosh,29,M,A3,110
10460,5662,Kabir Misra,40,M,A1,6951
10461,5663,Caleb Raman,21,M,A1,6952
10462,5664,Arin Baral,31,M,A1,108
10463,5664,Karan Ghosh,29,M,A2,110
10464,5664,Qasim Kaur,39,M,A3,105
10465,5664,Jack Bhatnagar,29,M,A4,104
10466,5664,Charan Verma,22,M,A5,109
10467,5664,Rishi Singh,45,M,A6,107
10468,5665,Shivansh Palla,49,M,A1,6953
10469,5666,Nakul Rege,43,M,A1,148
10470,5666,Chatresh Dubey,24,M,A2,149
10471,5666,Aarush Prashad,23,M,A3,147
10472,5666,Harsh Sachdev,44,M,A4,152
10473,5667,Sai Sunder,18,M,A1,6954
10474,5668,Qasim Bassi,22,M,A1,140
10475,5668,Darika Babu,29,F,A2,134
10476,5668,Aadi Sankar,39,M,A3,139
10477,5668,Chakradhar Subramaniam,36,M,A4,138
10478,5668,Zayyan Saini,49,M,A5,135
10479,5669,Laban Swamy,41,M,A1,271
10480,5670,Chandresh Kala,24,M,A1,157
10481,5670,Gaurav Prabhakar,25,M,A2,153
10482,5670,Rushil Devi,25,M,A3,155
10483,5670,Jonathan Mohanty,36,M,A4,154
10484,5671,Oscar Bhatti,21,M,A1,6955
10485,5671,Dominic Mall,27,M,A2,6956
10486,5672,Jackson Sarin,16,M,A1,6957
10487,5672,Nihal Basak,41,M,A2,6958
10488,5672,Yashodhara Bava,42,F,A3,6959
10489,5673,Praneel Gole,27,M,A1,6960
10490,5673,Aadi Chad,26,M,A2,6961
10491,5674,Chandran Gupta,33,M,A1,6962
10492,5675,Noah Comar,24,M,A1,120
10493,5675,Faris Desai,19,M,A2,124
10494,5675,Daniel Karpe,16,M,A3,119
10495,5675,Faris Roy,27,M,A4,122
10496,5675,Jairaj Bassi,41,M,A5,123
10497,5675,Ethan Bhalla,21,M,A6,125
10498,5675,Wriddhish Srinivas,16,M,A7,121
10499,5676,Finn Ramakrishnan,29,M,A1,264
10500,5676,Ayush Behl,21,M,A2,6963
10501,5677,Lakshit Rastogi,43,M,A1,6964
10502,5678,Indrajit Prabhakar,35,M,A1,162
10503,5678,Yoshita Mangat,16,F,A2,164
10504,5678,Abdul Jaggi,39,M,A3,166
10505,5678,Anirudh Rajagopalan,27,M,A4,163
10506,5678,Gagan Talwar,16,M,A5,165
10507,5679,Frado Banik,37,M,A1,168
10508,5679,Jagdish Acharya,30,M,A2,169
10509,5680,Zehaan Kannan,30,M,A1,6965
10510,5680,Sarthak Goel,29,M,A2,6966
10511,5680,Omkaar Hans,38,M,A3,6967
10512,5681,Christopher Padmanabhan,39,M,A1,6968
10513,5681,Sarthak Kulkarni,28,M,A2,6969
10514,5681,Vivaan Bhatnagar,26,M,A3,6970
10515,5682,Arin Shukla,42,M,A1,6971
10516,5682,Charvi Vala,25,F,A2,6972
10517,5683,Yash Lall,18,M,A1,6973
10518,5684,Balvan Singh,29,M,A1,6974
10519,5685,Orinder Jaggi,30,M,A1,6975
10520,5686,Qadim Srinivasan,27,M,A1,6976
10521,5687,Aditya Tripathi,16,M,A1,93
10522,5687,Samaksh Kala,34,M,A2,94
10523,5688,Gaurav Dayal,45,M,A1,6977
10524,5688,Umang Chand,18,M,A2,6978
10525,5688,Reyansh Mukhopadhyay,24,M,A3,6979
10526,5689,Tarak Mutti,32,M,A1,59
10527,5689,Rishi Seshadri,31,M,A2,58
10528,5689,Robert Dani,38,M,A3,60
10529,5690,Timothy Anand,41,M,A1,6980
10530,5690,Ayaan Sama,35,M,A2,6981
10531,5691,Arjun Dada,31,M,A1,6982
10532,5691,Vivaan Bhat,51,M,A2,327
10533,5692,Anusha Brahmbhatt,16,F,A1,6983
10534,5692,Dakshesh Balasubramanian,36,M,A2,6984
10535,5693,Jonathan Srivastava,23,M,A1,291
10536,5693,Oni Grewal,31,F,A2,6985
10537,5694,Falan Pau,33,M,A1,96
10538,5694,Vincent Thaker,30,M,A2,98
10539,5694,Isaac Mannan,29,M,A3,97
10540,5695,Warinder Golla,38,M,A1,6986
10541,5696,Gavin Anand,51,M,A1,6987
10542,5696,Anmol Sundaram,35,M,A2,306
10543,5697,Mitesh Loyal,24,M,A1,6988
10544,5697,Yatan Rout,28,M,A2,6989
10545,5698,Ryan Murty,29,M,A1,6990
10546,5698,Hredhaan Pandey,44,M,A2,6991
10547,5699,Jacob Bora,18,M,A1,6992
10548,5699,Neelima Oommen,29,F,A2,6993
10549,5700,Anay Upadhyay,34,M,A1,6994
10550,5701,Liam Setty,41,M,A1,6995
10551,5701,Max Vohra,27,M,A2,6996
10552,5702,Nitesh Buch,34,M,A1,6997
10553,5703,Hardik Sharma,25,M,A1,287
10554,5704,Kabir Deo,37,M,A1,6998
10555,5704,Ayaan Srinivasan,20,M,A2,6999
10556,5705,Darpan Purohit,29,M,A1,28
10557,5705,Baljiwan Grover,45,M,A2,27
10558,5705,Aarnav Narayanan,32,M,A3,31
10559,5705,Dhruv Dyal,28,M,A4,30
10560,5706,Rushil D’Alia,26,M,A1,7000
10561,5706,Hitesh Pandey,37,M,A2,7001
10562,5707,Oliver Choudhury,29,M,A1,7002
10563,5707,Timothy Gera,38,M,A2,7003
10564,5708,Agastya Khosla,40,M,A1,7004
10565,5709,Faris Behl,17,M,A1,7005
10566,5710,Karan Kothari,17,M,A1,187
10567,5710,Chakradhar Rastogi,31,M,A2,188
10568,5710,Qushi Varty,36,F,A3,186
10569,5711,Naveen Nori,38,M,A1,7006
10570,5711,Pratyush Bansal,18,M,A2,7007
10571,5712,Champak Chadha,31,M,A1,7008
10572,5713,Ekavir Dyal,26,M,A1,73
10573,5713,Ekanta Raman,31,F,A2,67
10574,5714,Wahab Ramaswamy,46,M,A1,7009
10575,5714,Vihaan Goel,35,M,A2,7010
10576,5714,Ishwar Tiwari,51,M,A3,7011
10577,5715,Krish Sethi,25,M,A1,7012
10578,5716,Gautam Deep,21,M,A1,214
10579,5716,Daksha Madan,20,F,A2,215
10580,5716,Aarna Goda,36,T,A3,218
10581,5716,Tarak Raj,36,M,A4,216
10582,5716,Zaid Samra,31,M,A5,211
10583,5716,Elijah Doctor,36,M,A6,217
10584,5717,Ojas Aggarwal,16,M,A1,7013
10585,5717,Samarth Nagy,31,M,A2,318
10586,5718,Balhaar Verma,25,M,A1,7014
10587,5718,Chandresh Jayaraman,28,M,A2,7015
10588,5719,Umang Narasimhan,17,M,A1,82
10589,5719,Faraj Patla,50,M,A2,83
10590,5719,Tanish Ganguly,27,M,A3,84
10591,5719,Naksh Koshy,16,M,A4,85
10592,5720,Mohammed Biswas,35,M,A1,7016
10593,5721,Arin Raval,33,M,A1,7017
10594,5722,Darpan Brar,36,M,A1,196
10595,5722,Zaid Iyengar,36,M,A2,192
10596,5722,Pranav Dugal,21,M,A3,195
10597,5722,Jyoti Jain,28,F,A4,194
10598,5722,Jai Lanka,24,M,A5,193
10599,5723,George Pau,44,M,A1,7018
10600,5723,Aditya D’Alia,35,M,A2,7019
10601,5724,Chakradhar Rastogi,31,M,A1,188
10602,5724,Qushi Varty,36,F,A2,186
10603,5724,Karan Kothari,17,M,A3,187
10604,5725,Jagdish Acharya,30,M,A1,169
10605,5725,Indali Bandi,21,F,A2,167
10606,5726,Tanish Kapadia,26,M,A1,7020
10607,5727,Maanav Bajaj,35,M,A1,7021
10608,5728,Kalpit Narayanan,32,M,A1,7022
10609,5728,Gautam Bahl,29,M,A2,7023
10610,5729,Isaac Ramachandran,35,M,A1,20
10611,5729,Maanas Batta,46,M,A2,21
10612,5730,Aadi Dube,27,M,A1,7024
10613,5731,Rohan Bhagat,28,M,A1,7025
10614,5732,Rishi Tiwari,33,M,A1,7026
10615,5733,Meghana Muni,37,F,A1,7027
10616,5733,Amol Murthy,31,M,A2,7028
10617,5733,Hitesh Sandal,25,M,A3,7029
10618,5734,Karan Kothari,17,M,A1,187
10619,5734,Chakradhar Rastogi,31,M,A2,188
10620,5735,Ekbal Misra,35,M,A1,68
10621,5735,Indrajit Krishnan,27,M,A2,74
10622,5735,Brijesh Mody,28,M,A3,71
10623,5735,Ekavir Dyal,26,M,A4,73
10624,5735,Orinder Kakar,29,M,A5,72
10625,5736,Timothy Karan,31,M,A1,7030
10626,5736,Warjas Vala,41,M,A2,7031
10627,5737,Neelima Sekhon,28,F,A1,7032
10628,5738,Mitesh Tata,16,M,A1,7033
10629,5739,Neel Rattan,18,M,A1,7034
10630,5740,Sneha Viswanathan,33,F,A1,7035
10631,5740,Abhimanyu Morar,16,M,A2,7036
10632,5741,Manan Sen,28,M,A1,26
10633,5741,Harrison Savant,27,M,A2,24
10634,5741,Qarin Hegde,28,M,A3,25
10635,5742,Naksh Grewal,21,M,A1,7037
10636,5742,Ekapad Sibal,35,M,A2,7038
10637,5743,Jai Saxena,47,M,A1,7039
10638,5744,Ethan Bhalla,21,M,A1,125
10639,5744,Faris Desai,19,M,A2,124
10640,5744,Wriddhish Srinivas,16,M,A3,121
10641,5744,Noah Comar,24,M,A4,120
10642,5744,Daniel Karpe,16,M,A5,119
10643,5745,Balendra Dube,17,M,A1,53
10644,5745,Victor Narula,34,M,A2,54
10645,5745,Ishanvi Yogi,17,T,A3,52
10646,5745,Gaurav Krishnamurthy,34,M,A4,56
10647,5746,Quincy Devi,29,M,A1,7040
10648,5747,Matthew Swaminathan,32,M,A1,7041
10649,5748,Nicholas Chahal,44,M,A1,7042
10650,5749,Daniel Loyal,29,M,A1,7043
10651,5750,Arin Bumb,27,M,A1,7044
10652,5750,Michael Sibal,39,M,A2,7045
10653,5751,Dhruv Gulati,39,M,A1,7046
10654,5752,Karan Sridhar,33,M,A1,7047
10655,5753,Pratyush Sen,35,M,A1,7048
10656,5754,Hemal Mukherjee,52,F,A1,7049
10657,5755,Elijah Sinha,26,M,A1,160
10658,5755,Robert Ahluwalia,28,M,A2,159
10659,5756,Jeremiah Savant,42,M,A1,180
10660,5756,Balhaar Thakur,31,M,A2,178
10661,5756,Wridesh Dada,38,M,A3,183
10662,5756,Veer Sharma,35,M,A4,182
10663,5756,Ishwar Mutti,16,M,A5,185
10664,5756,Bahadurjit Raja,27,M,A6,184
10665,5756,Onkar Dada,16,M,A7,179
10666,5756,Wyatt Kohli,44,M,A8,181
10667,5757,Theodore Bal,29,M,A1,7050
10668,5757,Jai Joshi,27,M,A2,7051
10669,5758,Jai Lanka,24,M,A1,193
10670,5758,Pranav Dugal,21,M,A2,195
10671,5758,Zaid Iyengar,36,M,A3,192
10672,5758,Darpan Brar,36,M,A4,196
10673,5758,Jyoti Jain,28,F,A5,194
10674,5759,Robert More,16,M,A1,246
10675,5759,Naveen Ramachandran,40,M,A2,7052
10676,5759,Ekantika Mitter,32,F,A3,7053
10677,5760,Ranbir Majumdar,27,M,A1,7054
10678,5761,Vedant Narain,22,M,A1,7055
10679,5762,Chakradhar Rastogi,31,M,A1,188
10680,5762,Karan Kothari,17,M,A2,187
10681,5762,Qushi Varty,36,F,A3,186
10682,5763,Jeet Varughese,34,M,A1,7056
10683,5764,Gabriel Sodhi,19,M,A1,7057
10684,5764,Shivansh Subramaniam,36,M,A2,7058
10685,5765,Ethan Dixit,16,M,A1,7059
10686,5765,Frederick Dara,29,M,A2,7060
10687,5765,Charan Rastogi,44,M,A3,7061
10688,5766,Harita Doctor,32,F,A1,7062
10689,5766,Fiyaz Talwar,38,M,A2,7063
10690,5766,Jeevika Mody,41,F,A3,7064
10691,5767,Tanish Ganguly,27,M,A1,84
10692,5767,Faraj Patla,50,M,A2,83
10693,5767,Gunbir Nadkarni,34,M,A3,81
10694,5767,Umang Narasimhan,17,M,A4,82
10695,5767,Naksh Koshy,16,M,A5,85
10696,5768,Geetika Gala,24,F,A1,7065
10697,5769,Rudra Dar,18,M,A1,7066
10698,5770,Ishwar Subramaniam,21,M,A1,141
10699,5770,Parth Chaudhari,16,M,A2,142
10700,5771,Gaurav Buch,46,M,A1,7067
10701,5772,Faras Sridhar,47,M,A1,7068
10702,5772,Atharv Lalla,35,M,A2,7069
10703,5773,Harish Balay,32,M,A1,7070
10704,5774,Elijah Bedi,20,M,A1,7071
10705,5775,Aarav Sha,20,M,A1,7072
10706,5776,Aditya Mander,39,M,A1,127
10707,5776,Hritik Sen,34,M,A2,128
10708,5776,Samesh Dhar,41,M,A3,130
10709,5776,Wridesh Garde,42,M,A4,129
10710,5776,Kai Gole,50,M,A5,126
10711,5776,Kevin Ganesh,27,M,A6,131
10712,5777,Nathan Sidhu,39,M,A1,7073
10713,5778,Zaid Barad,45,M,A1,7074
10714,5778,Jatin Walla,28,M,A2,7075
10715,5779,Darpan Dube,35,M,A1,7076
10716,5780,Mitesh Pau,25,M,A1,255
10717,5781,Patrick Dutt,29,M,A1,7077
10718,5782,Nihal Sandhu,32,M,A1,7078
10719,5783,Wazir Bajaj,48,M,A1,7079
10720,5784,Utkarsh Sharaf,23,M,A1,7080
10721,5785,Vasana Mitter,27,F,A1,7081
10722,5786,Yatan Dash,29,M,A1,7082
10723,5786,Yagnesh Swamy,23,M,A2,7083
10724,5787,Samaksh Kala,34,M,A1,94
10725,5787,Aditya Tripathi,16,M,A2,93
10726,5787,Kalpit Zacharia,16,M,A3,95
10727,5788,Isaac Mittal,25,M,A1,7084
10728,5788,Wriddhish Dara,31,M,A2,7085
10729,5788,Naksh Badami,22,M,A3,7086
10730,5789,Abdul Gupta,16,M,A1,7087
10731,5790,Chatura Dora,37,M,A1,7088
10732,5791,Ishaan Devi,16,M,A1,7089
10733,5792,Samaksh Bora,27,M,A1,233
10734,5792,Anirudh Saini,21,M,A2,7090
10735,5793,Anusha Kapadia,28,F,A1,7091
10736,5793,Rishi Bir,41,M,A2,7092
10737,5794,Kabir Mahajan,40,M,A1,7093
10738,5795,Banjeet Basak,23,M,A1,7094
10739,5796,Oliver Sharaf,30,M,A1,7095
10740,5796,Advika Chaudry,41,F,A2,7096
10741,5796,Yug Deshmukh,35,M,A3,7097
10742,5797,Faris Soman,33,M,A1,7098
10743,5798,Yagnesh Din,32,M,A1,7099
10744,5799,Indrajit Mani,31,M,A1,7100
10745,5800,Patrick Murty,29,M,A1,339
10746,5801,Viraj Choudhary,19,M,A1,7101
10747,5802,Noah Sarraf,32,M,A1,7102
10748,5802,Azaan Raj,37,M,A2,7103
10749,5803,Samuel Guha,45,M,A1,268
10750,5803,Tanay Mannan,37,M,A2,7104
10751,5804,Robert Bahl,41,M,A1,7105
10752,5805,Jagat Dada,28,M,A1,7106
10753,5805,Samarth Jani,35,M,A2,7107
10754,5806,Girik Nadkarni,42,M,A1,7108
10755,5807,Kala Doctor,39,T,A1,7109
10756,5808,Aditya Tripathi,16,M,A1,93
10757,5808,Kalpit Zacharia,16,M,A2,95
10758,5808,Samaksh Kala,34,M,A3,94
10759,5809,Megha Sarma,31,F,A1,64
10760,5809,Azad Bath,29,M,A2,61
10761,5809,Farhan Walla,26,M,A3,66
10762,5809,Praneel Thakkar,16,M,A4,62
10763,5810,Vedant Muni,29,M,A1,7110
10764,5810,Tanvi Ramanathan,34,F,A2,7111
10765,5810,Umang Lal,28,M,A3,7112
10766,5811,Fitan Halder,29,M,A1,7113
10767,5812,Nathan Jayaraman,28,M,A1,7114
10768,5813,Zashil Bose,37,M,A1,7115
10769,5814,Kabir Bawa,42,M,A1,324
10770,5814,Ikbal Mutti,29,M,A2,7116
10771,5815,Bishakha Bandi,35,F,A1,7117
10772,5816,Gopal Nadig,39,M,A1,7118
10773,5817,Gavin Gour,26,M,A1,7119
10774,5818,Peter Deo,26,M,A1,7120
10775,5818,Anthony Lanka,37,M,A2,7121
10776,5819,Gaurangi Tella,29,F,A1,7122
10777,5820,Hardik Sur,27,M,A1,78
10778,5820,Chandresh Mane,32,M,A2,80
10779,5820,Pranav Dave,25,M,A3,79
10780,5820,Dakshesh Golla,16,M,A4,75
10781,5820,Bahadurjit Krishna,29,M,A5,77
10782,5820,Vihaan Bora,16,M,A6,76
10783,5821,Yash Gara,26,M,A1,7123
10784,5822,Jyoti Jain,28,F,A1,194
10785,5822,Pranav Dugal,21,M,A2,195
10786,5822,Jai Lanka,24,M,A3,193
10787,5822,Zaid Iyengar,36,M,A4,192
10788,5822,Darpan Brar,36,M,A5,196
10789,5823,Manbir Jani,42,M,A1,18
10790,5823,Lila Dyal,27,F,A2,16
10791,5823,Jeremiah Dhingra,40,M,A3,17
10792,5823,Rachita Sethi,45,F,A4,19
10793,5824,Bahadurjit Dube,31,M,A1,7124
10794,5825,Chakradev Lala,29,M,A1,7125
10795,5826,Oscar Kala,35,M,A1,7126
10796,5827,Varsha Som,34,F,A1,7127
10797,5827,Ekaraj Nori,25,M,A2,7128
10798,5828,Wazir Ganguly,40,M,A1,7129
10799,5829,Abeer Sethi,22,M,A1,7130
10800,5830,Tanish Singh,36,M,A1,7131
10801,5831,Timothy Sundaram,42,M,A1,7132
10802,5831,Abdul Sawhney,39,M,A2,7133
10803,5832,Netra Arya,22,T,A1,7134
10804,5833,Yahvi Ramakrishnan,24,F,A1,7135
10805,5833,Abhimanyu Kalla,20,M,A2,7136
10806,5833,Bakhshi Mangal,34,M,A3,7137
10807,5834,Hemani Buch,48,F,A1,7138
10808,5835,Mason Bobal,29,M,A1,7139
10809,5835,Gaurav Date,45,M,A2,7140
10810,5836,Ekalinga Deshmukh,31,M,A1,7141
10811,5836,Pranav Bhatt,33,M,A2,7142
10812,5837,Arin Palla,28,M,A1,7143
10813,5837,Rohan Bandi,30,M,A2,7144
10814,5838,Ridhi Handa,32,F,A1,7145
10815,5839,Bachittar Bandi,43,M,A1,7146
10816,5839,Nihal Ranganathan,21,M,A2,7147
10817,5840,Sneha Chawla,39,F,A1,7148
10818,5841,Frado Banik,37,M,A1,168
10819,5841,Jagdish Acharya,30,M,A2,169
10820,5842,Tanay Saini,28,M,A1,7149
10821,5842,Tanmayi Narayan,21,F,A2,7150
10822,5843,Wazir Sethi,29,M,A1,7151
10823,5843,Manan Nadkarni,20,M,A2,7152
10824,5844,Jagat Luthra,26,M,A1,209
10825,5844,Chandresh Nanda,35,M,A2,207
10826,5844,Victor Mutti,18,M,A3,205
10827,5845,Sarthak Mander,48,M,A1,7153
10828,5846,Mohammed Palan,25,M,A1,253
10829,5846,Naveen Sandhu,40,M,A2,7154
10830,5847,Rehaan Edwin,37,M,A1,7155
10831,5848,Barkha Pillai,31,F,A1,7156
10832,5848,Indrajit Bobal,35,M,A2,325
10833,5849,Arin Nanda,19,M,A1,7157
10834,5849,Rushil Khanna,29,M,A2,7158
10835,5850,Mohammed Iyer,40,M,A1,7159
10836,5851,Nitesh Yohannan,42,M,A1,7160
10837,5851,Harrison Kar,26,M,A2,7161
10838,5851,Chaitanya Lall,23,M,A3,7162
10839,5852,Aayush Ramesh,24,M,A1,7163
10840,5853,Kai Tata,42,M,A1,7164
10841,5853,Rachit Gulati,34,M,A2,262
10842,5854,Rishi Seshadri,31,M,A1,58
10843,5854,Robert Dani,38,M,A2,60
10844,5855,Caleb Borah,35,M,A1,55
10845,5855,Jalsa Samra,16,F,A2,51
10846,5855,Victor Narula,34,M,A3,54
10847,5855,Balendra Dube,17,M,A4,53
10848,5855,Gaurav Krishnamurthy,34,M,A5,56
10849,5856,Harshil Ganesh,26,M,A1,7165
10850,5857,Lavanya Morar,53,F,A1,7166
10851,5858,Harrison Savant,27,M,A1,24
10852,5858,Manan Sen,28,M,A2,26
10853,5859,Faris Pandya,22,M,A1,7167
10854,5859,Brijesh Dube,44,M,A2,7168
10855,5859,Dalbir Pathak,16,M,A3,7169
10856,5860,Manbir Jani,42,M,A1,18
10857,5860,Lila Dyal,27,F,A2,16
10858,5860,Jeremiah Dhingra,40,M,A3,17
10859,5861,Girish Kala,18,M,A1,7170
10860,5862,Anthony D’Alia,31,M,A1,7171
10861,5863,Samuel Guha,45,M,A1,268
10862,5863,Manbir Prashad,44,M,A2,7172
10863,5864,Aayush Shah,38,M,A1,7173
10864,5865,Tristan Patil,27,M,A1,237
10865,5866,Ranbir Ghose,44,M,A1,7174
10866,5867,Owen Cheema,28,M,A1,7175
10867,5868,Samarth Rajagopalan,16,M,A1,7176
10868,5868,Girish Setty,36,M,A2,7177
10869,5869,Samuel Kale,23,M,A1,7178
10870,5870,Chaitaly Lala,27,F,A1,7179
10871,5870,Dhruv Nagy,38,M,A2,7180
10872,5871,Qabil Magar,22,M,A1,7181
10873,5871,Barkha Nayar,41,F,A2,7182
10874,5872,Balendra Agrawal,30,M,A1,7183
10875,5872,Anirudh Jayaraman,21,M,A2,7184
10876,5873,Maanas Deep,19,M,A1,7185
10877,5873,Ekavir Chaudhary,44,M,A2,7186
10878,5873,Anay Mangat,44,M,A3,7187
10879,5874,Ayushman Vora,21,M,A1,7188
10880,5875,Nathan Vora,31,M,A1,35
10881,5875,Neel Behl,31,M,A2,33
10882,5875,Yatan Parmar,24,M,A3,34
10883,5876,Ekavir Goswami,25,M,A1,7189
10884,5877,Sai Tank,19,F,A1,7190
10885,5878,Anamika Shroff,16,F,A1,7191
10886,5878,Sachi Krishnamurthy,47,F,A2,7192
10887,5878,Ekavir Khosla,41,M,A3,7193
10888,5879,Elijah Sule,45,M,A1,102
10889,5879,Rushil Patla,26,M,A2,99
10890,5880,Avi Modi,24,M,A1,7194
10891,5881,Avi Bhalla,16,M,A1,15
10892,5881,Sathvik Walla,44,M,A2,12
10893,5881,Jagrati Mannan,40,F,A3,9
10894,5881,Dominic Gokhale,16,M,A4,10
10895,5882,Dhruv Shere,16,M,A1,7195
10896,5883,Hredhaan Dugar,22,M,A1,7196
10897,5884,Garima Rana,38,F,A1,7197
10898,5884,Devansh Nazareth,43,M,A2,7198
10899,5885,Zilmil Kade,38,F,A1,7199
10900,5886,Samesh Kunda,42,M,A1,7200
10901,5886,Wyatt Patla,28,M,A2,7201
10902,5887,Nihal Merchant,23,M,A1,7202
10903,5888,Anthony Dara,24,M,A1,7203
10904,5888,Nicholas Soni,43,M,A2,250
10905,5889,Ikbal Banik,25,M,A1,7204
10906,5889,Anthony Zacharia,28,M,A2,7205
10907,5890,Samarth Bahri,19,M,A1,7206
10908,5891,Rohan Prakash,27,M,A1,7207
10909,5892,Thomas Ramakrishnan,50,M,A1,7208
10910,5893,Ekavir Gill,45,M,A1,7209
10911,5894,Caleb Kade,28,M,A1,7210
10912,5895,Ekapad Grover,28,M,A1,7211
10913,5895,Chakradev Samra,27,M,A2,7212
10914,5896,Laksh Sengupta,28,M,A1,7213
10915,5896,Maanas Golla,41,M,A2,7214
10916,5896,Indrajit Nadkarni,37,M,A3,7215
10917,5897,Darpan Goel,33,M,A1,7216
10918,5897,Aryan Mann,23,M,A2,7217
10919,5898,Ethan Karnik,25,M,A1,7218
10920,5899,Harsh Kamdar,17,M,A1,7219
10921,5900,Vivaan Sankaran,35,M,A1,7220
10922,5901,Laban Saxena,43,M,A1,251
10923,5902,Mason Rama,23,M,A1,7221
10924,5903,Akshay Konda,35,M,A1,7222
10925,5903,Naveen Wable,38,M,A2,7223
10926,5904,Aditya Tripathi,16,M,A1,93
10927,5904,Samaksh Kala,34,M,A2,94
10928,5905,Manan Sen,28,M,A1,26
10929,5905,Qarin Hegde,28,M,A2,25
10930,5906,Dakshesh Bail,28,M,A1,7224
10931,5907,Kabir Bawa,42,M,A1,324
10932,5907,Rudra Brar,55,M,A2,7225
10933,5908,Chanakya Bassi,26,M,A1,7226
10934,5909,Rayaan Chawla,24,M,A1,7227
10935,5910,Zayan Sarma,16,M,A1,7228
10936,5911,Dalbir Parekh,47,M,A1,7229
10937,5911,Frado Lal,20,M,A2,7230
10938,5911,Hemang Solanki,37,M,A3,288
10939,5912,Rachit Biswas,47,M,A1,7231
10940,5912,Saksham Subramaniam,23,M,A2,7232
10941,5913,Kiaan Ramanathan,26,M,A1,282
10942,5914,Samaksh Dass,41,M,A1,7233
10943,5915,Gabriel Taneja,16,M,A1,7234
10944,5916,Dev Oak,33,M,A1,7235
10945,5916,Qadim Dey,31,M,A2,7236
10946,5917,Nicholas Rout,38,M,A1,7237
10947,5917,Harsh Bumb,43,M,A2,7238
10948,5918,Logan Rana,33,M,A1,7239
10949,5918,Bahadurjit Bobal,34,M,A2,7240
10950,5919,Yug Warrior,21,M,A1,7241
10951,5920,Girish Chopra,26,M,A1,7242
10952,5920,Indrajit Chandran,23,M,A2,7243
10953,5920,Praneel Master,36,M,A3,7244
10954,5921,Praneel Bail,20,M,A1,7245
10955,5921,Liam Ahuja,35,M,A2,7246
10956,5922,Udant Sur,27,M,A1,47
10957,5922,Manbir Hans,28,M,A2,48
10958,5923,Christopher Gupta,33,M,A1,7247
10959,5923,Manbir Nath,26,M,A2,7248
10960,5924,Karan Ghosh,29,M,A1,110
10961,5924,Jack Bhatnagar,29,M,A2,104
10962,5924,Qasim Kaur,39,M,A3,105
10963,5924,Rishi Singh,45,M,A4,107
10964,5924,Charan Verma,22,M,A5,109
10965,5924,Harshil Vasa,49,M,A6,106
10966,5924,Arin Baral,31,M,A7,108
10967,5925,Jeremiah Palan,39,M,A1,7249
10968,5926,Rishi Seshadri,31,M,A1,58
10969,5926,Tarak Mutti,32,M,A2,59
10970,5927,Ranbir Ahluwalia,20,M,A1,7250
10971,5928,Gaurav Prabhakar,25,M,A1,153
10972,5928,Ishwar Sekhon,55,M,A2,156
10973,5928,Jonathan Mohanty,36,M,A3,154
10974,5928,Rushil Devi,25,M,A4,155
10975,5929,Luke Sheth,19,M,A1,231
10976,5930,Laban Saxena,43,M,A1,251
10977,5930,Anirudh Ravi,36,M,A2,7251
10978,5931,Abhimanyu Sagar,29,M,A1,7252
10979,5931,Lakshit Merchant,33,M,A2,7253
10980,5932,Kabir Ganesh,21,M,A1,7254
10981,5933,Jagdish Nazareth,29,M,A1,7255
10982,5933,Kai Shan,20,M,A2,7256
10983,5933,Nachiket Vig,16,M,A3,7257
10984,5934,Ojas Kant,34,M,A1,7258
10985,5935,Rudra Amble,49,M,A1,7259
10986,5936,William Andra,37,M,A1,7260
10987,5937,Benjamin Dyal,38,M,A1,7261
10988,5937,Anay Mody,29,M,A2,7262
10989,5938,Jack Bhatnagar,29,M,A1,104
10990,5938,Charan Verma,22,M,A2,109
10991,5938,Harshil Vasa,49,M,A3,106
10992,5938,Arin Baral,31,M,A4,108
10993,5938,Anmol Kanda,42,M,A5,103
10994,5938,Karan Ghosh,29,M,A6,110
10995,5938,Rishi Singh,45,M,A7,107
10996,5939,Matthew Pradhan,29,M,A1,7263
10997,5939,Praneel Bali,28,M,A2,7264
10998,5940,Saksham Purohit,32,M,A1,7265
10999,5940,Meera Gulati,30,F,A2,7266
11000,5941,Nathan Palan,26,M,A1,303
11001,5942,Mohammed Memon,39,M,A1,7267
11002,5943,Girish Swamy,36,M,A1,7268
11003,5943,Nachiket Dugal,27,M,A2,7269
11004,5944,Ryan Karpe,16,M,A1,7270
11005,5944,Mason Goyal,20,M,A2,7271
11006,5945,Gabriel Merchant,16,M,A1,7272
11007,5945,Vedant Ahluwalia,20,M,A2,7273
11008,5946,Kalpit Balay,24,M,A1,7274
11009,5946,Quincy Madan,24,M,A2,7275
11010,5947,Hemang Swamy,19,M,A1,326
